Kode Astra,Nama Barang,Harga Beli,Harga Jual
13101KZY700,PISTON,197625.00,232500.00
13101KZYP00,PISTON,141525.00,166500.00
13101KZZP01,"PISTON,STD",572900.00,674000.00
13101MGPD80,PISTON LBL,2003025.00,2356500.00
13101MGZD00,PISTON(STD),480250.00,565000.00
13101MJED00,PISTON,240125.00,282500.00
13101MJENF0,PISTON STD,195075.00,229500.00
13101MJHY00,PISTON LBL,881875.00,1037500.00
13101MJPP00,PISTON LBL,1192550.00,1403000.00
13101MKCA00,PISTON LBL,864450.00,1017000.00
13101MKCP00,PISTON R STD LBL,854250.00,1005000.00
13101MKFP10,PISTON LBL,1887425.00,2220500.00
13101MKND10,PISTON,0.00,0.00
13101MKNP00,PISTON STD,198900.00,234000.00
13101MKPP00,PISTON STD,145350.00,171000.00
13101MKRD10,PISTON,1963925.00,2310500.00
13101MKRD30,PISTON,1963925.00,2310500.00
13101MKRP00,PISTON,1963925.00,2310500.00
13101MKRP10,PISTON,1963925.00,2310500.00
13101MKSE00,PISTON,1019150.00,1199000.00
13101MKSP00,PISTON,1132200.00,1332000.00
13101MKTD00,PISTON,0.00,0.00
13101MKZP00,PISTON 0.50,1241850.00,1461000.00
13101MLCP00,PISTON,981750.00,1155000.00
13101MLNE00,PISTON,0.00,0.00
13101MLNNN0,PISTON,0.00,0.00
13102107760,PISTON (0.25),712300.00,838000.00
13102440000,PISTON (0.25),371450.00,437000.00
13102GF6011,PISTON (0.25),40375.00,47500.00
13102GN5913,PISTON (0.25),57800.00,68000.00
13102K03H10,"PISTON (0,25)",47600.00,56000.00
13102K03P00,PISTON OS 0.25,51000.00,60000.00
13102K0GP00,PISTON OS 0.25,124950.00,147000.00
13102K0JP00,"PISTON,OS 0.25",64175.00,75500.00
13102K0S305,PISTON(O.S. 0.25),0.00,0.00
13102K15901,"PISTON (0,25)",89250.00,105000.00
13102K18P00,"PISTON,OS 0.25",69700.00,82000.00
13102K1Z305,PISTON OS 0.25,82025.00,96500.00
13102K26G00,PISTON OS 0.25,112200.00,132000.00
13102K36P00,"PISTON,OS (0.25)",82025.00,96500.00
13102K36T00,PISTON (0.25),73525.00,86500.00
13102K41N00,"PISTON (0,25)",58225.00,68500.00
13102K41P00,PISTON OS (0.25),65025.00,76500.00
13102K44V00,PISTON (0.25),55250.00,65000.00
13102K45N00,PISTON (0.25),69700.00,82000.00
13102K48A00,PISTON OS 0.25,57375.00,67500.00
13102K56N00,PISTON (0.25),84150.00,99000.00
13102K56P00,PISTON OS 0.25,83300.00,98000.00
13102K78P00,PISTON OS 0.25,0.00,0.00
13102K78V00,PISTON OS 0.25 LBL,390915.00,459900.00
13102K81N00,PISTON (0.25),63325.00,74500.00
13102K81P00,PISTON OS 0.25,58225.00,68500.00
13102K84P00,PISTON(0.25),95200.00,112000.00
13102K97P00,PISTON OS 0.25,80750.00,95000.00
13102KBA305,PISTON .25,351475.00,413500.00
13102KBB902,PISTON (0.25),189975.00,223500.00
13102KBP306,PISTON 0.25,351475.00,413500.00
13102KEG880,PISTON (0.25),119850.00,141000.00
13102KEH660,PISTON (0.25),85000.00,100000.00
13102KEH901,PISTON (0.25),69275.00,81500.00
13102KFV950,13102KFV951,48025.00,56500.00
13102KFV951,PISTON (0.25),59075.00,69500.00
13102KPH881,PISTON (0.25),64175.00,75500.00
13102KPK900,PISTON (0.25),189975.00,223500.00
13102KPPP00,"PISTON,OS 0.25",206550.00,243000.00
13102KPPT00,"PISTON,OS 0.25",432650.00,509000.00
13102KRM305,PISTON (0.25),72250.00,85000.00
13102KRMP00,13102K18P00,0.00,0.00
13102KVB930,PISTON (0.25),58225.00,68500.00
13102KVBN50,PISTON (0.25),48025.00,56500.00
13102KVY700,PISTON (0.25),56100.00,66000.00
13102KVY960,PISTON (0.25),63325.00,74500.00
13102KWB920,PISTON (0.25),55250.00,65000.00
13102KWC305,PISTON (0.25),65450.00,77000.00
13102KWN902,13102KWN903,175525.00,206500.00
13102KWN903,"PISTON (0,25)",54400.00,64000.00
13102KWNP00,"PISTON,OS,0.25",60350.00,71000.00
13102KWW740,"PISTON (0,25)",45050.00,53000.00
13102KWZ305,PISTON (0.25),41650.00,49000.00
13102KYZ900,"PISTON (0,25)",59075.00,69500.00
13102KYZP00,PISTON OS 0.25,150450.00,177000.00
13102KZL305,"PISTON (0,25)",51000.00,60000.00
13102KZY700,PISTON(0.25),197625.00,232500.00
13102KZYP00,PISTON OS 0.25,164900.00,194000.00
13102KZZD20,PISTON OS 0.25,586925.00,690500.00
13102KZZP01,PISTON OS 0.25,572900.00,674000.00
13102MGZ305,PISTON(0.25),480250.00,565000.00
13102MJE305,PISTON(0.25),240125.00,282500.00
13102MJENF0,PISTON OS 0.25,217600.00,256000.00
13102MJLD30,PISTON(O.S. 0.25) LBL,864875.00,1017500.00
13102MJPP00,PISTON(0.25) LBL,1192550.00,1403000.00
13102MKCA00,PISTON LBL,864450.00,1017000.00
13102MKCP00,PISTON L STD LBL,854250.00,1005000.00
13102MKNP00,PISTON OS 0.25,221850.00,261000.00
13102MKPP00,PISTON OS 0.25,167450.00,197000.00
13103440000,PISTON (0.50),371450.00,437000.00
13103GF6011,PISTON (0.50),40375.00,47500.00
13103GN5913,PISTON (0.50),57800.00,68000.00
13103K03H10,"PISTON (0,50)",47600.00,56000.00
13103K03P00,PISTON OS 0.50,51000.00,60000.00
13103K0GP00,PISTON OS 0.50,124950.00,147000.00
13103K0JP00,"PISTON,OS 0.50",64175.00,75500.00
13103K0S305,PISTON(O.S. 0.50),0.00,0.00
13103K15901,"PISTON (0,50)",89250.00,105000.00
13103K18P00,"PISTON,OS 0.50",69700.00,82000.00
13103K1Z305,PISTON OS 0.50,82025.00,96500.00
13103K26G00,PISTON OS 0.50,112200.00,132000.00
13103K36P00,"PISTON,OS (0.50)",82025.00,96500.00
13103K36T00,PISTON (0.50),73525.00,86500.00
13103K41N00,"PISTON (0,50)",58225.00,68500.00
13103K41P00,PISTON OS (0.50),65025.00,76500.00
13103K44V00,PISTON (0.50),55250.00,65000.00
13103K45N00,PISTON (0.50),69700.00,82000.00
13103K48A00,PISTON OS 0.50,57375.00,67500.00
13103K56N00,PISTON (0.50),84150.00,99000.00
13103K56P00,PISTON OS 0.50,83300.00,98000.00
13103K78P00,PISTON OS 0.50,0.00,0.00
13103K78V00,PISTON OS 0.50 LBL,390915.00,459900.00
13103K81N00,PISTON (0.50),63325.00,74500.00
13103K81P00,PISTON OS 0.50,58225.00,68500.00
13103K84P00,PISTON(0.50),95200.00,112000.00
13103K97P00,PISTON OS 0.50,80750.00,95000.00
13103KBA305,PISTON .50,351475.00,413500.00
13103KBB315,13103KBB902,319600.00,376000.00
13103KBB902,PISTON (0.50),189975.00,223500.00
13103KBP306,PISTON 0.50,351475.00,413500.00
13103KEG880,PISTON (0.50),119850.00,141000.00
13103KEH305,PISTON (0.50),621350.00,731000.00
13103KEH660,PISTON (0.50),85000.00,100000.00
13103KEH901,PISTON (0.50),69275.00,81500.00
13103KFV951,PISTON (0.50),59075.00,69500.00
13103KPH881,PISTON (0.50),64175.00,75500.00
13103KPK900,PISTON (0.50),189975.00,223500.00
13103KPPP00,"PISTON,OS 0.5",206550.00,243000.00
13103KPPT00,"PISTON,OS 0.5",432650.00,509000.00
13103KR8306,PISTON (50),688925.00,810500.00
13103KR8316,PISTON (50),448800.00,528000.00
13103KRM305,PISTON (0.50),72250.00,85000.00
13103KRMP00,13103K18P00,0.00,0.00
13103KVB930,PISTON (0.50),58225.00,68500.00
13103KVBN50,PISTON (0.50),48025.00,56500.00
13103KVY700,PISTON (0.50),56100.00,66000.00
13103KVY960,PISTON (0.50),63325.00,74500.00
13103KWB920,PISTON (0.50),55250.00,65000.00
13103KWC305,PISTON (0.50),65450.00,77000.00
13103KWN903,"PISTON (0,50)",54400.00,64000.00
13103KWNP00,"PISTON,OS,0.50",60350.00,71000.00
13103KWW740,"PISTON (0,50)",45050.00,53000.00
13103KWZ305,PISTON (0.50),41650.00,49000.00
13103KYZ900,"PISTON (0,50)",59075.00,69500.00
13103KYZP00,PISTON OS.0.50,150450.00,177000.00
13103KZL305,"PISTON (0,50)",51000.00,60000.00
13103KZY700,PISTON(0.50),197625.00,232500.00
13103KZYP00,PISTON OS 0.50,164900.00,194000.00
13103KZZD20,PISTON OS 0.5,586925.00,690500.00
13103KZZP01,PISTON OS 0.50,572900.00,674000.00
13103MKCP00,PISTON R OS 0.25 LBL,854250.00,1005000.00
13104440000,PISTON (0.75),371450.00,437000.00
13104GF6011,PISTON (0.75),40375.00,47500.00
13104GN5913,PISTON (0.75),57800.00,68000.00
13104K03H10,"PISTON (0,75)",47600.00,56000.00
13104K03P00,PISTON OS 0.75,51000.00,60000.00
13104K0GP00,PISTON OS 0.75,139400.00,164000.00
13104K0JP00,"PISTON,OS 0.75",64175.00,75500.00
13104K15901,"PISTON (0,75)",89250.00,105000.00
13104K18P00,"PISTON,OS 0.75",69700.00,82000.00
13104K26G00,PISTON OS 0.75,127500.00,150000.00
13104K41N00,"PISTON (0,75)",58225.00,68500.00
13104K41P00,PISTON OS (0.75),65025.00,76500.00
13104K44V00,PISTON (0.75),55250.00,65000.00
13104K45N00,PISTON (0.75),69700.00,82000.00
13104K48A00,PISTON OS 0.75,57375.00,67500.00
13104K81N00,PISTON (0.75),63325.00,74500.00
13104K81P00,PISTON OS 0.75,58225.00,68500.00
13104K84P00,PISTON(0.75),95200.00,112000.00
13104KBA305,PISTON .75,351475.00,413500.00
13104KEG880,PISTON (0.75),119850.00,141000.00
13104KFV951,PISTON (0.75),59075.00,69500.00
13104KPH881,PISTON (0.75),64175.00,75500.00
13104KPPP00,"PISTON,OS 0.75",220150.00,259000.00
13104KPPT00,"PISTON,OS 0.75",432650.00,509000.00
13104KRM305,PISTON (0.75),72250.00,85000.00
13104KRMP00,13104K18P00,0.00,0.00
13104KVB930,PISTON (0.75),58225.00,68500.00
13104KVBN50,PISTON (0.75),48025.00,56500.00
13104KVY700,PISTON (0.75),56100.00,66000.00
13104KVY960,PISTON (0.75),63325.00,74500.00
13104KWB920,PISTON (0.75),55250.00,65000.00
13104KWC305,PISTON (0.75),65450.00,77000.00
13104KWN902,13104KWN903,175525.00,206500.00
13104KWN903,"PISTON (0,75)",54400.00,64000.00
13104KWNP00,"PISTON,OS,0.75",60350.00,71000.00
13104KWW740,"PISTON (0,75)",45050.00,53000.00
13104KWZ305,PISTON (0.75),41650.00,49000.00
13104KYZ900,"PISTON (0,75)",59075.00,69500.00
13104KYZP00,PISTON OS 0.75,165750.00,195000.00
13104KZL305,"PISTON (0,75)",51000.00,60000.00
13104KZZD20,PISTON OS 0.75,452200.00,532000.00
13105440000,PISTON (1.00),371450.00,437000.00
13105GF6011,PISTON (1.00),40375.00,47500.00
13105GN5913,PISTON (1.00),57800.00,68000.00
13105K03H10,"PISTON (1,00)",47600.00,56000.00
13105K03P00,PISTON OS 1.00,51000.00,60000.00
13105K0GP00,PISTON OS 1.00,139400.00,164000.00
13105K0JP00,"PISTON,OS 1.00",64175.00,75500.00
13105K15901,"PISTON (1,00)",89250.00,105000.00
13105K18P00,"PISTON,OS 1.00",69700.00,82000.00
13105K26G00,PISTON OS 1.00,127500.00,150000.00
13105K41N00,"PISTON (1,00)",58225.00,68500.00
13105K41P00,PISTON OS (1.00),65025.00,76500.00
13105K44V00,PISTON (1.00),55250.00,65000.00
13105K45N00,PISTON (1.00),69700.00,82000.00
13105K48A00,PISTON OS 1.00,57375.00,67500.00
13105K81N00,PISTON (1.00),63325.00,74500.00
13105K81P00,PISTON OS 1.00,58225.00,68500.00
13105K84P00,PISTON(1.00),95200.00,112000.00
13105KCM001,PISTON (1.00),119850.00,141000.00
13105KEG880,PISTON (1.00),119850.00,141000.00
13105KFV951,PISTON (1.00),59075.00,69500.00
13105KPH881,PISTON (1.00),64175.00,75500.00
13105KPPP00,"PISTON,OS 1.00",220150.00,259000.00
13105KPPT00,"PISTON,OS 1.00",432650.00,509000.00
13105KRM305,PISTON (1.00),72250.00,85000.00
13105KRMP00,13105K18P00,0.00,0.00
13105KVB930,PISTON (1.00),58225.00,68500.00
13105KVBN50,PISTON (1.00),48025.00,56500.00
13105KVY700,PISTON (1.00),56100.00,66000.00
13105KVY960,PISTON (1.00),63325.00,74500.00
13105KWB920,PISTON (1.00),55250.00,65000.00
13105KWC305,PISTON (1.00),65450.00,77000.00
13105KWN902,13105KWN903,175525.00,206500.00
13105KWN903,"PISTON (1,00)",54400.00,64000.00
13105KWNP00,"PISTON,OS,1.00",60350.00,71000.00
13105KWW740,"PISTON (1,00)",45050.00,53000.00
13105KWZ305,PISTON (1.00),41650.00,49000.00
13105KYZ900,"PISTON (1,00)",59075.00,69500.00
13105KYZP00,PISTON OS 1.00,165750.00,195000.00
13105KZL305,"PISTON (1,00)",51850.00,61000.00
13105KZZD20,PISTON OS 1.00,452200.00,532000.00
13107MKCP00,PISTON L OS .25/0.50 LBL,854250.00,1005000.00
13110KBP903,PISTON A,351475.00,413500.00
13111087000,13111087001,7650.00,9000.00
13111087001,PIN PISTON,8500.00,10000.00
13111122000,"PIN, PISTON, 10X33",73525.00,86500.00
13111440000,"PIN,PISTON",70975.00,83500.00
13111440001,PIN PISTON,11475.00,13500.00
1311144001,13111440001,11050.00,13000.00
13111GB0910,13111087001,30600.00,36000.00
13111K0JN00,"PIN,PISTON",9350.00,11000.00
13111K0RV00,"PIN, PISTON",11050.00,13000.00
13111K2AJ00,PIN PISTON,35700.00,42000.00
13111K2AJ20,PIN PISTON,35700.00,42000.00
13111K56N00,PIN PISTON,11050.00,13000.00
13111K64N00,PIN PISTON,136425.00,160500.00
13111K64NA0,"PIN, PISTON",136425.00,160500.00
13111K78V00,PIN PISTON,38845.00,45700.00
13111K95A60,"PIN, PISTON",0.00,0.00
13111KCZ000,PIN PISTON,132175.00,155500.00
13111KGF910,13111KGF911,56950.00,67000.00
13111KGF911,"PIN, PISTON",11220.00,13200.00
13111KGH902,PIN PISTON,11050.00,13000.00
13111KN6930,"PIN,PISTON",98600.00,116000.00
13111KPP901,PIN.PISTON,11900.00,14000.00
13111KSP910,13111KYAH00,12580.00,14800.00
13111KVZ630,PIN PISTON,34000.00,40000.00
13111KWN900,"PIN, PISTON",8500.00,10000.00
13111KYAH00,PIN PISTON,12750.00,15000.00
13111MEL000,PIN PISTON,555050.00,653000.00
13111MFGD00,"PIN, PISTON",83300.00,98000.00
13111MFJA40,PIN PISTON,165750.00,195000.00
13111MFL010,"PIN, PISTON",572475.00,673500.00
13111MJPG50,PIN PISTON,181475.00,213500.00
13111MKCA00,PIN PISTON,127075.00,149500.00
13111MKRD10,PIN PISTON,560150.00,659000.00
13111MKSE00,"PIN, PISTON",173825.00,204500.00
13111MLBD00,PIN PISTON,154700.00,182000.00
13111MLNE00,"PIN,PISTON",0.00,0.00
13111PWA000,"PIN, PISTON",160650.00,189000.00
13112K33D00,CLIP PISTON PIN 17MM,11900.00,14000.00
13112KYJ900,"CLIP,PIN PISTON 17MM",1700.00,2000.00
13112MC7000,CLIP PISON 22MM,19125.00,22500.00
13112MEE000,"CLIP, PISTON PIN, 16MM",19975.00,23500.00
13112MEL000,"CLIP, PISTON PIN, 17MM",19975.00,23500.00
13112MFJD00,CLIP PISTON PIN,20825.00,24500.00
13112MKRD10,CLIP PISTON PIN,21675.00,25500.00
13115001003,PIN CLIP PISTON,850.00,1000.00
13115GN5910,"CLIP, PISTON PIN, 13MM",850.00,1000.00
13115GN5911,13115GN5910,850.00,1000.00
13115K1MT00,CLIP PISTON PIN 1,8500.00,10000.00
13115K23900,"CLIP,PISTON PIN 12MM",425.00,500.00
13115KZY700,"CLIP, PISTON PIN, 14MM",425.00,500.00
13115KZY701,13115KZY700,850.00,1000.00
13115MGZJ00,"CLIP, PISTON PIN, 16MM",10200.00,12000.00
13130KW6900,PISTON C,343825.00,404500.00
131A1GN5913,PISTON KIT (STD),125800.00,148000.00
131A1K0JP00,PISTON KIT STD,103700.00,122000.00
131A1K15305,PISTON KIT (STD),147050.00,173000.00
131A1K1Z305,PISTON KIT (STD),123250.00,145000.00
131A1K36P00,PISTON KIT STD,127500.00,150000.00
131A1K41N00,PISTON KIT STD,103700.00,122000.00
131A1K56P00,PISTON KIT STD,138550.00,163000.00
131A1K81P00,PISTON KIT STD,94350.00,111000.00
131A1K97P00,PISTON KIT STD,123250.00,145000.00
131A1KEH660,PISTON KIT (STD),156825.00,184500.00
131A1KFV951,PISTON KIT (STD),126225.00,148500.00
131A1KPH881,PISTON KIT (STD),133875.00,157500.00
131A1KRM305,PISTON KIT (STD),129625.00,152500.00
131A1KVB930,PISTON KIT (STD),104975.00,123500.00
131A1KVY960,PISTON KIT (STD),106250.00,125000.00
131A1KWB920,PISTON KIT (STD),103700.00,122000.00
131A1KWC900,PISTON KIT (STD),145350.00,171000.00
131A1KWN902,PISTON KIT (STD),111350.00,131000.00
131A1KWW740,PISTON KIT (STD),124525.00,146500.00
131A1KYZ900,PISTON KIT (STD),137275.00,161500.00
131A1KZL305,PISTON KIT (STD),95625.00,112500.00
131A2GN5913,PISTON KIT (0.25),125800.00,148000.00
131A2K0JP00,PISTON KIT (0.25),103700.00,122000.00
131A2K15305,PISTON KIT (0.25),147050.00,173000.00
131A2K1Z305,PISTON KIT (0.25),123250.00,145000.00
131A2K36P00,PISTON KIT (0.25),127500.00,150000.00
131A2K41N00,PISTON KIT (0.25),103700.00,122000.00
131A2K56P00,PISTON KIT (0.25),138550.00,163000.00
131A2K81P00,PISTON KIT (0.25),94350.00,111000.00
131A2K97P00,PISTON KIT (0.25),123250.00,145000.00
131A2KEH660,"PISTON KIT (0,25)",156825.00,184500.00
131A2KFV951,PISTON KIT (0.25),126225.00,148500.00
131A2KPH881,"PISTON KIT (0,25)",133875.00,157500.00
131A2KRM305,PISTON KIT (0.25),129625.00,152500.00
131A2KVB930,"PISTON KIT (0,25)",105400.00,124000.00
131A2KVY960,PISTON,106675.00,125500.00
131A2KWB920,"PISTON KIT (0,25)",103700.00,122000.00
131A2KWC305,"PISTON KIT (0,25)",145350.00,171000.00
131A2KWN902,"PISTON KIT (0,25)",114537.50,131500.00
131A2KWW740,PISTON KIT (0.25),124525.00,146500.00
131A2KYZ900,PISTON KIT (0.25),137275.00,161500.00
131A2KZL305,PISTON KIT (0.25),95625.00,112500.00
131A3GN5913,PISTON KIT,125800.00,148000.00
131A3K0JP00,PISTON KIT (0.50),103700.00,122000.00
131A3K15305,PISTON KIT (0.50),147050.00,173000.00
131A3K1Z305,PISTON KIT (0.50),123250.00,145000.00
131A3K36P00,PISTON KIT (0.50),127500.00,150000.00
131A3K41N00,PISTON KIT (0.50),103700.00,122000.00
131A3K56P00,PISTON KIT (0.50),138550.00,163000.00
131A3K81P00,PISTON KIT (0.50),94350.00,111000.00
131A3K97P00,PISTON KIT (0.50),123250.00,145000.00
131A3KEH660,"PISTON KIT (0,50)",156825.00,184500.00
131A3KFV951,PISTON KIT (0.50),126225.00,148500.00
131A3KPH881,"PISTON KIT (0,50)",133875.00,157500.00
131A3KRM305,PISTON KIT (0.50),129625.00,152500.00
131A3KVB930,"PISTON KIT (0,50)",105400.00,124000.00
131A3KVY960,"PISTON KIT (0,50)",106675.00,125500.00
131A3KWB920,"PISTON KIT (0,50)",103700.00,122000.00
131A3KWC305,"PISTON KIT (0,50)",145350.00,171000.00
131A3KWN902,"PISTON KIT (0,50)",111775.00,131500.00
131A3KWW740,PISTON KIT (0.50),124525.00,146500.00
131A3KYZ900,PISTON KIT (0.50),137275.00,161500.00
131A3KZL305,PISTON KIT,95625.00,113000.00
131A4GN5913,PISTON KIT (0.75),125800.00,148000.00
131A4K0JP00,PISTON KIT (0.75),103700.00,122000.00
131A4K15305,PISTON KIT (0.75),147050.00,173000.00
131A4K41N00,PISTON KIT (0.75),103700.00,122000.00
131A4K81P00,PISTON KIT (0.75),94350.00,111000.00
131A4KFV951,PISTON KIT (0.75),126225.00,148500.00
131A4KPH881,"PISTON KIT (0,75)",133875.00,157500.00
131A4KRM305,PISTON KIT (0.75),129625.00,152500.00
131A4KVB930,"PISTON KIT (0,75)",105400.00,124000.00
131A4KVY960,"PISTON KIT (0,75)",106675.00,125500.00
131A4KWB920,"PISTON KIT (0,75)",103700.00,122000.00
131A4KWC305,"PISTON KIT (0,75)",145350.00,171000.00
131A4KWN902,PISTON KIT,111775.00,131500.00
131A4KWW740,PISTON KIT (0.75),124525.00,146500.00
131A4KYZ900,PISTON KIT (0.75),137275.00,161500.00
131A4KZL305,"PISTON KIT (0,75)",95625.00,112500.00
131A5GN5913,PISTON KIT (1.00),125800.00,148000.00
131A5K0JP00,PISTON KIT (1.00),103700.00,122000.00
131A5K15305,PISTON KIT (1.00),147050.00,173000.00
131A5K41N00,PISTON KIT (1.0),103700.00,122000.00
131A5K81P00,PISTON KIT (1.0),94350.00,111000.00
131A5KFV951,PISTON KIT (1.00),126225.00,148500.00
131A5KPH881,PISTON KIT (1.00),133875.00,157500.00
131A5KRM305,PISTON KIT (1.00),129625.00,152500.00
131A5KVB930,PISTON KIT (1.00),105400.00,124000.00
131A5KVY960,PISTON KIT (1.00),106675.00,125500.00
131A5KWB920,PISTON KIT (1.00),103700.00,122000.00
131A5KWC305,PISTON KIT (1.00),145350.00,171000.00
131A5KWN902,PISTON KIT (1.00),111775.00,131500.00
131A5KWW740,PISTON KIT (1.00),124525.00,146500.00
131A5KYZ900,PISTON KIT (1.00),137275.00,161500.00
131A5KZL305,PISTON KIT (1.00),95625.00,112500.00
13201168310,ROD CONN.,491725.00,578500.00
13201440310,"ROD,CONNECTING",440300.00,518000.00
13201KCN300,"ROD,CONNECTING",688925.00,810500.00
13201KPK900,"ROD,CONNECTING",755225.00,888500.00
13204PWA003,"BOLT, CONNECTING ROD",49300.00,58000.00
1320AKVB930,"ROD, CONNECTING SET",142800.00,168000.00
1320AKYE900,ROD ASSY CONNECTING,198475.00,233500.00
13210K1BT00,CONN ROD ASSY,445400.00,524000.00
13210K64N00,"ROD ASSY., CONNECTING",586925.00,690500.00
13210K64NA0,CONN ROD ASSY,1581000.00,1860000.00
13210KTW901,CONN-ROD ASSY,470900.00,554000.00
13210MFJD00,CONN ROD ASSY,1527450.00,1797000.00
13210MGZD00,"ROD ASSY., CONNECTING",613700.00,722000.00
13210MJED00,"ROD ASSY., CONNECTING",609450.00,717000.00
13210MJPG50,CONN ROD ASSY,2138600.00,2516000.00
13210MKCA00,CONN ROD ASSY,2071875.00,2437500.00
13210MKFD40,CONN ROD ASSY,1773525.00,2086500.00
13210MKRD10,CONNECTING ROD AS,6990400.00,8224000.00
13210MKSE00,"ROD ASSY., CONNECTING",2036600.00,2396000.00
13210MKYD10,CONN ROD ASSY,370600.00,436000.00
13210MLBD00,CONN ROD ASSY,1657500.00,1950000.00
13210MLNE00,CONN ROD ASSY,0.00,0.00
13210RB0000,"ROD COMP., CONNECTING",1454350.00,1711000.00
13211PWA003,"BEARING A, CONNECTING ROD",165750.00,195000.00
13211REAZ01,BRG A CONNROD,157250.00,185000.00
13212PWA003,"BEARING B, CONNECTING ROD",165750.00,195000.00
13212REAZ01,BRG B CONNROD,157250.00,185000.00
13213K64N01,"BOLT, CONNECTING ROD",41225.00,48500.00
13213MEE003,"BOLT, CONN ROD",59925.00,70500.00
13213MFL003,"BOLT, CONNECTING ROD",68425.00,80500.00
13213MGE003,BOLT CONN ROD,72675.00,85500.00
13213MJPG51,BOLT CONN ROD,70975.00,83500.00
13213MKCA00,BOLT CONN ROD,0.00,0.00
13213MKCA01,BOLT CONN ROD,62475.00,73500.00
13213MKRD11,BOLT CONNECTING R,69275.00,81500.00
13213ML7020,"BOLT, CONNECTING ROD",16150.00,19000.00
13213PWA003,"BEARING C, CONNECTING ROD",165750.00,195000.00
13213REAZ01,BRG C CONNROD,157250.00,185000.00
13214K1BT01,BRG A CONN ROD,107100.00,126000.00
13214MFL003,"BEARING A, CONNECTING ROD",109650.00,129000.00
13214MGZJ01,"BEARING A, CONNECTING ROD",119425.00,140500.00
13214MJED01,"BEARING A, CONNECTING ROD",117725.00,138500.00
13214MJPG51,BRG A CONN ROD,119425.00,140500.00
13214MKCA01,BRG A CONN ROD,112200.00,132000.00
13214MKFD41,BRG CONNROD A,109650.00,129000.00
13214MM4000,BRG CONN ROD A,87550.00,103000.00
13214PWA003,"BEARING D, CONNECTING ROD",165750.00,195000.00
13214REAZ01,BRG D CONNROD,157250.00,185000.00
13215K1BT01,BRG B CONN ROD,107100.00,126000.00
13215K64N00,"NUT, CONNECTING ROD",51850.00,61000.00
13215MFL003,"BEARING B, CONNECTING ROD",109650.00,129000.00
13215MGZJ01,"BEARING B, CONNECTING ROD",119425.00,140500.00
13215MJED01,"BEARING B, CONNECTING ROD",117725.00,138500.00
13215MJPG51,BRG B CONN ROD,119425.00,140500.00
13215MKCA01,BRG B CONN ROD,112200.00,132000.00
13215MKFD41,BRG CONNROD B,109650.00,129000.00
13215ML7000,"NUT, CONNECTING ROD",37400.00,44000.00
13215MM4000,BRG CONN ROD B,87550.00,103000.00
13215PWA003,"BEARING E, CONNECTING ROD",165750.00,195000.00
13215REAZ01,BRG E CONNROD,157250.00,185000.00
13216K1BT01,BRG C CONN ROD,107100.00,126000.00
13216MFL003,"BEARING C, CONNECTING ROD",109650.00,129000.00
13216MGZJ01,"BEARING C, CONNECTING ROD",119425.00,140500.00
13216MJED01,"BEARING C, CONNECTING ROD",117725.00,138500.00
13216MJPG51,BRG C CONN ROD,119425.00,140500.00
13216MKCA01,BRG C CONN ROD,112200.00,132000.00
13216MKFD41,BRG CONNROD C,109650.00,129000.00
13216MM4000,BRG CONN ROD C,87550.00,103000.00
13216PWA003,"BEARING F, CONNECTING ROD",165750.00,195000.00
13216REAZ01,BRG F CONNROD,157250.00,185000.00
13217K1BT01,BRG D CONN ROD,107100.00,126000.00
13217MFL003,"BEARING D, CONNECTING ROD",109650.00,129000.00
13217MGZJ01,"BEARING D, CONNECTING ROD",119425.00,140500.00
13217MJED01,"BEARING D, CONNECTING ROD",117725.00,138500.00
13217MJPG51,BRG D CONN ROD,119425.00,140500.00
13217MKCA01,BRG D CONN ROD,112200.00,132000.00
13217MKFD41,BRG CONNROD D,109650.00,129000.00
13217MM4000,BRG CONN ROD D,87550.00,103000.00
13217PWA003,"BEARING G, CONNECTING ROD(RED)",165750.00,195000.00
13218K1BT01,BRG E CONN ROD,107100.00,126000.00
13218MFL003,"BEARING E, CONNECTING ROD",109650.00,129000.00
13218MGZJ01,"BEARING E, CONNECTING ROD",119425.00,140500.00
13218MJED01,"BEARING E, CONNECTING ROD",117725.00,138500.00
13218MJPG51,BRG E CONN ROD,119425.00,140500.00
13218MKCA01,BRG E CONN ROD,112200.00,132000.00
13218MKFD41,BRG CONNROD E,109650.00,129000.00
13218MM4000,BRG CONN ROD E,87550.00,103000.00
13218PWA003,"BEARING H, CONNECTING ROD",163200.00,192000.00
13218REAZ01,BRG H CONNROD,146200.00,172000.00
13222MS2611,BRG Y CONN-ROD,96050.00,113000.00
13223MS2611,BRG Z CONN-ROD,96050.00,113000.00
13224K64N01,BRG CONN-ROD A,96900.00,114000.00
13224K64NA1,"BRG, CONN-ROB A",96900.00,114000.00
13224MFJD01,BRG A CONN-ROD,103700.00,122000.00
13224MS2611,"BRG A,CONN-ROD",94350.00,111000.00
13225K64N01,BRG CONN-ROD B,96900.00,114000.00
13225K64NA1,"BRG, CONN-ROD B",96900.00,114000.00
13225MFJD01,BRG B CONN-ROD,103700.00,122000.00
13225MS2611,"BRG B,CONN-ROD",94350.00,111000.00
13226K64N01,BRG CONN-ROD C,96900.00,114000.00
13226K64NA1,"BRG, CONN-ROD C",96900.00,114000.00
