Kode Astra,Nama Barang,Kode Group,Kode Sub Group,Kode Satuan,Kode Rak,Harga Jual,Discount
17510KTL690,FUEL TANK,HGP,,PCS,,562500.00,15
17510KTM780,FUEL TANK,HGP,,PCS,,354500.00,15
17510KVB930,FUEL TANK,HGP,,PCS,,233500.00,15
17510KVY960,FUEL TANK,HGP,,PCS,,233500.00,15
17510KWB920,FUEL TANK (BLK),HGP,,PCS,,540500.00,15
17510KWC900,FUEL TANK (PAINT),HGP,,PCS,,269500.00,15
17510KWN710,TANK COMP FUEL,HGP,,PCS,,1603000.00,15
17510KWN900,"TANK COMP,FUEL",HGP,,PCS,,686500.00,15
17510KWNP90,TANK COMP FUEL,HGP,,PCS,,1603000.00,15
17510KWWA80,FUEL TANK (BLK),HGP,,PCS,,500000.00,15
17510KWZ750,FUEL TANK,HGP,,PCS,,355500.00,15
17510KYE900BNS,FUEL TANK (BLK),HGP,,PCS,,1837500.00,15
17510KYE900DRM,FUEL TANK (DM RD MT),HGP,,PCS,,1929000.00,15
17510KYE900DSM,FUEL TANK (DG SL MT),HGP,,PCS,,1868000.00,15
17510KYE900PFW,FUEL TANK (PL FD WH),HGP,,PCS,,1878500.00,15
17510KYE900PTB,FUEL TANK (PL TW BL),HGP,,PCS,,1868000.00,15
17510KYE900VBM,FUEL TANK (VD BL MT),HGP,,PCS,,1898500.00,15
17510KYE940ZA,17530KYE940ZA,HGP,,PCS,,700500.00,15
17510KYE940ZB,17530KYE940ZB,HGP,,PCS,,853000.00,15
17510KYE940ZC,17530KYE940ZC,HGP,,PCS,,802000.00,15
17510KYE940ZD,17530KYE940ZD,HGP,,PCS,,751500.00,15
17510KYZ710,FUEL TANK,HGP,,PCS,,365500.00,15
17510KYZ900,FUEL TANK,HGP,,PCS,,365500.00,15
17510KZLA00,FUEL TANK,HGP,,PCS,,198000.00,15
17510KZLC00,FUEL TANK,HGP,,PCS,,299500.00,15
17510KZLP90,"TANK COMP, FUEL",HGP,,PCS,,0.00,15
17510MCAS42,TANK COMP FUEL,HGP,,PCS,,13346500.00,15
17510MKCA00,TANK COMP FUEL,HGP,,PCS,,11753500.00,15
17510MKEA00,"TANK COMP., FUEL",HGP,,PCS,,0.00,15
17511K0G900,PATCH FUEL TANK,HGP,,PCS,,49000.00,15
17511K0RV00,"TUBE, FUEL JOINT",HGP,,PCS,,0.00,15
17511K2ET00,RUBBER FUEL TANK,HGP,,PCS,,18000.00,15
17511K45N40,"PATCH,RR STAY",HGP,,PCS,,19000.00,15
17512086010,"PACKING,FILLER",HGP,,PCS,,36000.00,15
17512GGLJ00,"PLATE, FUEL PUMP",HGP,,PCS,,4000.00,15
17512GS9000,"RUBBER,FR TANK",HGP,,PCS,,8500.00,15
17512K15920,"STAY COMP,TANK COVER",HGP,,PCS,,4500.00,15
17512KW6900,"LEVER,FUEL COCK",HGP,,PCS,,23000.00,15
17512KYJ960,GUIDE BREATHER TUBE,HGP,,PCS,,20000.00,15
17513K0RV00,"STAY, CHARGE TUBE",HGP,,PCS,,0.00,15
17513K15900,"RING,REINFORCE",HGP,,PCS,,30000.00,15
17513K67900,STOPPER RUBBER FU,HGP,,PCS,,9500.00,15
17513MKHD00,MAT TANK LOWER,HGP,,PCS,,209500.00,15
17514K0RV00,"STAY, FUEL FILLER",HGP,,PCS,,0.00,15
17514KEH660,PATCHFUEL COCKSET,HGP,,PCS,,2000.00,15
17515GBB000,CUSHION FUEL TANK,HGP,,PCS,,35000.00,15
17515GBJM30,"PACKING,FUEL PUMP",HGP,,PCS,,253000.00,15
17515GBL760,PLATE UNIT SET,HGP,,PCS,,50000.00,15
17515K12900,"JOINT, 3WAY",HGP,,PCS,,0.00,15
17515K1BT00,PLATE COMP FUEL T,HGP,,PCS,,46000.00,15
17515KEV900,RUBBER FUEL TANK,HGP,,PCS,,5000.00,15
17515KFB840,RUBBER TANK GUARD,HGP,,PCS,,27500.00,15
17515KRS690,RUBBER FUEL TANK,HGP,,PCS,,5500.00,15
17515MCAS41,LOCKING RING FUEL PUMP,HGP,,PCS,,365500.00,15
17515MEG300,TAPE TANK PROTECTOR,HGP,,PCS,,39000.00,15
17515MJED00,"TRIM, FUEL TANK",HGP,,PCS,,148000.00,15
17515MJEK20,"MAT, FUEL TANK",HGP,,PCS,,197000.00,15
17515MKEA00,"COLLAR, TANK MOUNTING",HGP,,PCS,,0.00,15
17515MKRD10,HEAT GUARD FUEL T,HGP,,PCS,,91500.00,15
17516HC4000,"TRIM, FUEL TANK",HGP,,PCS,,29500.00,15
17516KBAK00ZA,STR.R.FUEL TANK T1,HGP,,PCS,,122000.00,15
17516KBAK00ZC,STR.R.FUEL TANK T3,HGP,,PCS,,122000.00,15
17516KCZ000ZB,"TRIM, FUEL TANK NH1 BLACK",HGP,,PCS,,23500.00,15
17516KZZ900,TRIM A FUEL TANK,HGP,,PCS,,65000.00,15
17516MCAS41,LOCKING RING FUEL UNIT,HGP,,PCS,,328000.00,15
17516MEED00,"TRIM, FUEL TANK",HGP,,PCS,,38000.00,15
17516MGSD30,"RUBBER, FUEL TANK UPPER",HGP,,PCS,,20500.00,15
17516MKCA00,STAY TANK REAR,HGP,,PCS,,75500.00,15
17516MKRJ10,HEAT GUARD FUEL T,HGP,,PCS,,477500.00,15
17516MKTD00,RUBBER TANK MOUNT,HGP,,PCS,,0.00,15
17517GGLJ00,RETAINER FUEL PUMP,HGP,,PCS,,9000.00,15
17517K04930,RETAINER FUEL PUM,HGP,,PCS,,54000.00,15
17517K15900,"PLATE COMP L, SETTING",HGP,,PCS,,10500.00,15
17517K45N00,PLATE COMP L SETTING,HGP,,PCS,,13500.00,15
17517KBA840ZB,STR.L.FUEL TANK T2,HGP,,PCS,,83500.00,15
17517KBA900,RUB.TNK.STAY FR.,HGP,,PCS,,5000.00,15
17517KBAK00ZA,STR.L.FUEL TANK T1,HGP,,PCS,,122000.00,15
17517KWB600,"RETAINER,FUEL PUMP",HGP,,PCS,,13500.00,15
17517KWB601,RETAINER FUEL PUMP,HGP,,PCS,,9500.00,15
17517KYE940,"PLATE COMP., L. SETTING",HGP,,PCS,,8500.00,15
17517KZZ900,TRIM B FUEL TANK,HGP,,PCS,,85500.00,15
17517MCAS40,RING SPACER,HGP,,PCS,,389000.00,15
17517MGSD30,"RUBBER, FUEL TANK LOWER",HGP,,PCS,,28500.00,15
17517MKCA00,CLAMP TUBE COMP,HGP,,PCS,,73500.00,15
17518GGLJ00,DUST SEAL,HGP,,PCS,,3000.00,15
17518GHB601,"SEAL, DUST",HGP,,PCS,,31000.00,15
17518GHB602,"SEAL, DUST",HGP,,PCS,,4500.00,15
17518GHB603,17518GHB602,HGP,,PCS,,7500.00,15
17518K56N00,RUBBER CUSHION,HGP,,PCS,,2000.00,15
17518MFND00,"TRIM, FUEL TANK",HGP,,PCS,,31500.00,15
17518MGSD30,"COLLAR, FUEL TANK",HGP,,PCS,,38000.00,15
17518MKTD00,MAT TANK LOW,HGP,,PCS,,0.00,15
17518MY9690,PROTECTOR,HGP,,PCS,,29500.00,15
17519K1BT00,FILM TANK PROTECT,HGP,,PCS,,28000.00,15
17519K35V00,FILM TANK PROTECTOR,HGP,,PCS,,12000.00,15
17519K56N00,RUBBER FUEL TANK CUSHION,HGP,,PCS,,4000.00,15
17519KSPB00,FILM TANK PROTECTOR.,HGP,,PCS,,14000.00,15
17519MCA000,COVER FUEL PUMP,HGP,,PCS,,454000.00,15
17519MKEA00,"PLATE, FUEL PUMP",HGP,,PCS,,0.00,15
1751AK45N40,"PIPE COMP,FUEL FILLER (SOZAI)",HGP,,PCS,,178500.00,15
1751BKWB920,"HALF, UPPER COMP",HGP,,PCS,,61000.00,15
17520K0FJ90ZA,"SET ILLUS,FUEL TA",HGP,,PCS,,4650000.00,15
17520K0FJ90ZB,"SET ILLUS,FUEL TA",HGP,,PCS,,4649000.00,15
17520K0FT00ZA,"SET ILLUST,FUEL T",HGP,,PCS,,4552000.00,15
17520K0FT00ZB,"SET ILLUST,FUEL T",HGP,,PCS,,4552000.00,15
17520K0FT00ZC,"SET ILLUST,FUEL T",HGP,,PCS,,4552000.00,15
17520K0FT60ZA,SET ILLUS FUEL TA,HGP,,PCS,,0.00,15
17520K0FT60ZB,SET ILLUS FUEL TA,HGP,,PCS,,0.00,15
17520K0FT60ZC,SET ILLUS FUEL TA,HGP,,PCS,,0.00,15
17520K0FT60ZJ,"SET ILLUS,FUEL TA",HGP,,PCS,,4913000.00,15
17520K0FT60ZK,"SET ILLUS,FUEL TA",HGP,,PCS,,4913000.00,15
17520K0FT60ZM,"SET ILLUS,FUEL TA",HGP,,PCS,,4599000.00,15
17520K0FTE0ZA,"SET ILLUS,FUEL TA",HGP,,PCS,,0.00,15
17520K0FTE0ZC,"SET ILLUS,FUEL TA",HGP,,PCS,,0.00,15
17520K0FTE0ZD,"SET ILLUS,FUEL TA",HGP,,PCS,,0.00,15
17520K0FTE0ZE,"SET ILLUS,FUEL TA",HGP,,PCS,,0.00,15
17520K2WJ10,TRAY TANK,HGP,,PCS,,181000.00,15
17520K33D00ZA,SET ILL FUEL T(MILL RED),HGP,,PCS,,5070000.00,15
17520K33D00ZC,SET ILL FUEL T(NITRC ORG),HGP,,PCS,,5070000.00,15
17520K33D10ZA,TANK SET FUEL(ROSS WHT),HGP,,PCS,,6050500.00,15
17520K56N00,"TANK SUB ASSY., FUEL",HGP,,PCS,,560000.00,15
17520K84900ZA,"SET,FUEL TANK",HGP,,PCS,,1754500.00,15
17520KBA840ZC,TANK COMP FUEL NH254,HGP,,PCS,,3034500.00,15
17520KBAK00ZC,SET ILLUST TANK P20P,HGP,,PCS,,3034500.00,15
17520KPP620ZA,SET ILL FUEL TANK(AST BLK MT),HGP,,PCS,,4456000.00,15
17520KPP620ZB,SET ILL FUEL TANK(MILL RED),HGP,,PCS,,4635500.00,15
17520KPP630ZA,SET ILL FUEL TANK(NITRIC ORG),HGP,,PCS,,4729000.00,15
17520KPP630ZB,SET ILL FUEL TANK(NI OR),HGP,,PCS,,4937000.00,15
17520KPP640ZB,SET ILL FUEL TANK(ROSS WHT),HGP,,PCS,,4872000.00,15
17520KPPT00ZB,"TANK ST, FUEL ASTRD BLK MET",HGP,,PCS,,4021500.00,15
17520KPPT00ZC,"TANK ST, FUEL ROSS WHITE",HGP,,PCS,,4021500.00,15
17520KPPT00ZD,"TANK ST, FUEL MILLNM RED",HGP,,PCS,,4021500.00,15
17520KTYD70ZA,SET ILUST FL TANK(NT ORG),HGP,,PCS,,4082000.00,15
17520KYJ900ZA,TANK ST FUEL CNDY RB RED,HGP,,PCS,,3770500.00,15
17520KYJ900ZC,TANK ST FUEL ASTR BLK MTLC,HGP,,PCS,,3770500.00,15
17520KYJ900ZG,TANK ST FUEL SWRD SLV MTLC,HGP,,PCS,,3770500.00,15
17520KYJE20ZC,ST ILL FUEL TANK(BLACK),HGP,,PCS,,7830000.00,15
17520KYJE20ZD,ST ILL FUEL TANK(MIL RED),HGP,,PCS,,7830000.00,15
17520KYJK20ZA,ST ILL FUEL TANK(HM WH),HGP,,PCS,,7830000.00,15
17520KYJM60ZB,ST ILL FUEL TANK(NTR ORG),HGP,,PCS,,4141000.00,15
17520MKGA00ZC,SET ILLUST FUEL TANK,HGP,,PCS,,5656500.00,15
17520MKGA00ZE,SET ILLUST FUEL TANK,HGP,,PCS,,5656500.00,15
17520MKGA00ZF,SET ILLUST FUEL TANK,HGP,,PCS,,5656500.00,15
17520MKGA10ZC,"TANK SET, FUEL(WL)*TYPE2*",HGP,,PCS,,5149000.00,15
17520MKGA10ZD,"TANK SET, FUEL(WL)*TYPE1*",HGP,,PCS,,5149000.00,15
17520MKGA20ZC,"TANK SET, FUEL(WL)",HGP,,PCS,,5172000.00,15
17520MKGA20ZD,"TANK SET, FUEL(WL)",HGP,,PCS,,5172000.00,15
17520MKGA30ZA,"TANK SET, FUEL(WL)*TYPE1*",HGP,,PCS,,3533000.00,15
17520MKGT00ZA,"SET ILLUS,FUEL TANK",HGP,,PCS,,4878000.00,15
17520MKGT00ZB,"SET ILLUS,FUEL TANK",HGP,,PCS,,4878000.00,15
17520MKHD01,CABLE COMP TANK L,HGP,,PCS,,196000.00,15
17520MKTD01,CABLE COMP TANK L,HGP,,PCS,,0.00,15
17520MLAA00ZC,SET ILLUS FUEL TA,HGP,,PCS,,0.00,15
17520MLAA20ZB,SET ILLUS FUEL TA,HGP,,PCS,,0.00,15
17520MLHA00ZD,SET ILLUS FUEL TA,HGP,,PCS,,2585000.00,15
17520MLHA00ZE,SET ILLUS FUEL TA,HGP,,PCS,,2585000.00,15
17520MLHA00ZG,SET ILLUS FUEL TA,HGP,,PCS,,2585000.00,15
17521K2WJ10,COVER BATTERY,HGP,,PCS,,86000.00,15
17521KPPT00,"STAY,FUEL TANK SUP",HGP,,PCS,,28000.00,15
17521KY1300,"SEAL, TANK",HGP,,PCS,,17000.00,15
17521MJED00,"FILM, PROTECTOR",HGP,,PCS,,46000.00,15
17521MKEA70,TUBE COMP FUEL CAP BREATH,HGP,,PCS,,0.00,15
17522K2WJ10,TUBE DRAIN,HGP,,PCS,,74000.00,15
17522K33D00,STAY TANK LID,HGP,,PCS,,35000.00,15
17522K45N00,STAY TANK LID,HGP,,PCS,,17000.00,15
17522KPPT00,"STAY,TANK LID",HGP,,PCS,,38000.00,15
17523K2WJ10,FILM PROTECTOR,HGP,,PCS,,49000.00,15
17523K64N00,"RUBBER A, FUEL TANK",HGP,,PCS,,2500.00,15
17523MEA670,"TRIM, FUEL TANK",HGP,,PCS,,35000.00,15
17523MEM670,TRIM FUEL TANK,HGP,,PCS,,18500.00,15
17523MKEA00,"RUBBER, TANK MOUNTING",HGP,,PCS,,0.00,15
17524K2WJ10,FILM PROTECTOR,HGP,,PCS,,10000.00,15
17524K64N00,"RUBBER, FUEL TANK",HGP,,PCS,,2000.00,15
17525GBC300,"RUBBER, FUEL TANK",HGP,,PCS,,17500.00,15
17525K0BT00,TRAY FUEL TANK,HGP,,PCS,,49000.00,15
17525K0G900,TRAY FUEL,HGP,,PCS,,60000.00,15
17525K0JN00,"RUBBER,FUEL SEAL",HGP,,PCS,,10500.00,15
17525K0WN00,"TRAY,FUEL",HGP,,PCS,,25500.00,15
17525K0WNA0,"TRAY,FUEL",HGP,,PCS,,48000.00,15
17525K15900,"RUBBER,FUEL TANK",HGP,,PCS,,2500.00,15
17525K15920,"TUBE, FUEL DRAIN",HGP,,PCS,,24500.00,15
17525K1BT00,TRAY FUEL,HGP,,PCS,,46000.00,15
17525K1ZJ10,"TRAY,FUEL",HGP,,PCS,,24500.00,15
17525K2ET00,TRAY FUEL TANK,HGP,,PCS,,148000.00,15
17525K35V00,TRAY FUEL,HGP,,PCS,,90000.00,15
17525K45N40,"TUBE, FUEL DRAIN",HGP,,PCS,,29000.00,15
17525K64N00,"TUBE, FUEL DRAIN",HGP,,PCS,,25500.00,15
17525K97T00,"TRAY,FUEL",HGP,,PCS,,16500.00,15
17525KBN900,"JOINT,FUEL TUBE",HGP,,PCS,,13000.00,15
17525KC5000,COLLAR FUEL TANK,HGP,,PCS,,2500.00,15
17525KPPT00,"RUBBER,FUEL TANK",HGP,,PCS,,12000.00,15
17525KPPT01,RUBBER FUEL TANK,HGP,,PCS,,2500.00,15
17525KVY900,TRAY FUEL,HGP,,PCS,,11000.00,15
17525KWN710,"TRAY, FUEL",HGP,,PCS,,83000.00,15
17525KWN900,"TRAY,FUEL",HGP,,PCS,,62000.00,15
17525KYT940,TRAY FUEL,HGP,,PCS,,14500.00,15
17526K15920,"TUBE,FUEL TANK BREATHER",HGP,,PCS,,16500.00,15
17526K2FN00,"TUBE,DRAIN",HGP,,PCS,,20500.00,15
17526K35V00,TUBE FUEL TRAY DRAIN,HGP,,PCS,,162500.00,15
17526K45N40,"TUBE, FUEL TANK BREATHER",HGP,,PCS,,12500.00,15
17526K59A10,"TUBE, DRAIN",HGP,,PCS,,5500.00,15
17526K59T10,"TUBE, DRAIN",HGP,,PCS,,5500.00,15
17526K77V00,TUBE FUEL TRAY,HGP,,PCS,,44700.00,15
17526KC5000,"RUBBER,FUEL TANK",HGP,,PCS,,19000.00,15
17526KRJ900,RUBBER FUEL SEAL,HGP,,PCS,,75500.00,15
17526KTYD30,"GUIDE,VAPOR VENT TUBE",HGP,,PCS,,5500.00,15
17526KVB900,TUBE DRAIN,HGP,,PCS,,8000.00,15
17526KWN710,"TUBE, DRAIN",HGP,,PCS,,18000.00,15
17526KWN900,"TUBE,DRAIN",HGP,,PCS,,17000.00,15
17526KYT900,TUBE DRAIN,HGP,,PCS,,20000.00,15
17526KZR600,"TUBE, DRAIN",HGP,,PCS,,7500.00,15
17526KZZD21,HOSE COMP FUEL FE,HGP,,PCS,,359500.00,15
17526MFJD01,HOSE COMP B FUELF,HGP,,PCS,,700500.00,15
17526MFL003,"HOSE COMP. B, FUEL FEED",HGP,,PCS,,728000.00,15
17526MGSD31,"HOSE COMP., FUEL FEED",HGP,,PCS,,1906500.00,15
17526MJPG51,HOSE COMP FUEL FEANK,HGP,,PCS,,736000.00,15
17526MJSJ71,"HOSE COMP., FUEL FEED",HGP,,PCS,,1109000.00,15
17526MKCA01,HOSE COMP FUEL FEED,HGP,,PCS,,2158500.00,15
17526MKHD01,HOSE COMP FUEL FEED,HGP,,PCS,,1045000.00,15
17526MKRD11,HOSE COMP FUEL FE,HGP,,PCS,,1111000.00,15
17526MKSE01,"HOSE COMP., FUEL FEED",HGP,,PCS,,699500.00,15
17526MKTD01,HOSE COMP FUEL FE,HGP,,PCS,,0.00,15
17526MKYD51,HOSE COMP FUEL FE,HGP,,PCS,,210000.00,15
17526MLBD01,HOSE COMP FUEL FE,HGP,,PCS,,640000.00,15
17527K15920,"PLATE, SETTING",HGP,,PCS,,25000.00,15
17527K18900,"PLATE, R. SETTING",HGP,,PCS,,10000.00,15
17527K1TE10,PLATE COMP SETTIN,HGP,,PCS,,74000.00,15
17527K35V00,RUBBER FUEL SEAL,HGP,,PCS,,16000.00,15
17527K45N40,"FILM A, TANK PROTECTOR",HGP,,PCS,,46000.00,15
17527K45NA0,"FILM A, TANK PROTECTOR",HGP,,PCS,,30500.00,15
17527K45NL0,FILM TANK PROTECTOR,HGP,,PCS,,30500.00,15
17527K45VM0,"PLATE,SETTING",HGP,,PCS,,175000.00,15
17527KYJ710,FILM A TANK PROTECTOR,HGP,,PCS,,76000.00,15
17527KZR600,"RUBBER, FUEL SEAL",HGP,,PCS,,3000.00,15
17527KZZJ00,PLATE COMP SETTING,HGP,,PCS,,72000.00,15
17528K0BT01,HOSE COMP FUEL FEED,HGP,,PCS,,468000.00,15
17528K16901,"HOSE COMP., FUEL FEED",HGP,,PCS,,84000.00,15
17528K16A40,"HOSE COMP,FUEL FEED",HGP,,PCS,,76500.00,15
17528K1BT01,HOSE COMP FUEL FE,HGP,,PCS,,458000.00,15
17528K25600,HOSE COMP FUEL FEED,HGP,,PCS,,73500.00,15
17528K25601,HOSE COMP FUEL FEED,HGP,,PCS,,73500.00,15
17528K2FN01,"HOSE COMP,FUEL FEED",HGP,,PCS,,56000.00,15
17528K45NA0,"FILM B,TANK PROTECTOR",HGP,,PCS,,25500.00,15
17528K81N10,17528K81N11,HGP,,PCS,,76500.00,15
17528K81N11,"HOSE COMP,FUEL FEED",HGP,,PCS,,73500.00,15
17528K93N01,HOSE COMP FUEL FEED,HGP,,PCS,,71500.00,15
17528KCZ930,"TAPE B, TANK GUARD",HGP,,PCS,,26000.00,15
17528KYJ710,FILM B TANK PROTECTOR,HGP,,PCS,,53000.00,15
17528KZLE01,HOSE COMP. FUEL FEED,HGP,,PCS,,108000.00,15
17528MATD70,"MARK, HISS",HGP,,PCS,,45000.00,15
17528MR4900,TAPE TANK,HGP,,PCS,,26500.00,15
17529K15920,"RUBBER, TANK COVER",HGP,,PCS,,2000.00,15
17529KVN900,RUBBER SHROUD MOUNT,HGP,,PCS,,2500.00,15
1752AK15920,"TUBE,FUEL TANK BREATHER ASSY",HGP,,PCS,,15500.00,15
1752AK45N00,TUBE FUEL TANK BREATHER,HGP,,PCS,,11500.00,15
1752AK45N40,"TUBE,FUEL TANK BREATHER ASSY",HGP,,PCS,,16500.00,15
1752AKVB930,TRAY FUEL ASSY,HGP,,PCS,,21500.00,15
17530K01900,RUBBER TANK,HGP,,PCS,,11200.00,15
17530K15920ZC,"SET,FUEL TANK (WN RD)",HGP,,PCS,,1726000.00,15
17530K15920ZD,"SET,FUEL TANK (BLACK)",HGP,,PCS,,1726000.00,15
17530K45N40ZA,"TANK SET, FUEL(WL)(NI OR)",HGP,,PCS,,1980000.00,15
17530K45N40ZB,"TANK SET, FUEL(WL) BLACK",HGP,,PCS,,1868000.00,15
17530K45N40ZC,"TANK SET, FUEL(WL) (PL FD WH)",HGP,,PCS,,1868000.00,15
17530K45N60ZA,"TANK SET, FUEL(WL) (WN RD)",HGP,,PCS,,1980000.00,15
17530K45N70ZA,SET FUEL TANK,HGP,,PCS,,1929000.00,15
17530K45NA0ZA,SET FUEL TANK TYPE 2,HGP,,PCS,,1400000.00,15
17530K45NA0ZB,"SET, FUEL TANK (BLK)",HGP,,PCS,,1400000.00,15
17530K45NC0ZA,"SET,FUEL TANK",HGP,,PCS,,1300000.00,15
17530K45NE0ZA,"SET, FUEL TANK TYPE 1",HGP,,PCS,,1300000.00,15
17530K45NH0ZA,"SET, FUEL TANK",HGP,,PCS,,1442000.00,15
17530K45NL0,"SET,FUEL TANK",HGP,,PCS,,1523000.00,15
17530KYE940ZA,"TANK COMP, FUEL, PB-314P",HGP,,PCS,,1609500.00,15
17530KYE940ZB,"TANK COMP, FUEL, R-333C",HGP,,PCS,,1624500.00,15
17530KYE940ZC,"TANK COMP, FUEL, NH-341P",HGP,,PCS,,1579000.00,15
17530KYE940ZD,"TANK COMP, FUEL, NH-1",HGP,,PCS,,1533000.00,15
17530MGSD30,"TUBE, SEPARATOR BREATHER",HGP,,PCS,,110000.00,15
17530MKFD40,PIPE COMP BREATHE,HGP,,PCS,,626500.00,15
17530MKHD00,TUBE CHARGE,HGP,,PCS,,85500.00,15
17531K26900,TANK RUBBER,HGP,,PCS,,9000.00,15
17531K64N00,"CUP, FUEL DRAIN",HGP,,PCS,,6500.00,15
17531KCJ740,EMBLEM R FUEL TANK/1,HGP,,PCS,,95500.00,15
17531KWN901,"HOSE COMP,FUEL FEED",HGP,,PCS,,459000.00,15
17531MKTD00,TUBE CHARGE A,HGP,,PCS,,0.00,15
17532KCJ740,EMBLEM L FUEL TANK/1,HGP,,PCS,,95500.00,15
17532KYT900,CLAMPER B FUEL,HGP,,PCS,,10000.00,15
17532MGSD31,CLIP,HGP,,PCS,,21500.00,15
17532MKFD40,COLLAR SET,HGP,,PCS,,48000.00,15
17532MKTD00,TUBE CHARGE B,HGP,,PCS,,0.00,15
17533K01900,STAY FUEL HOSE CLK,HGP,,PCS,,20400.00,15
17533K0RV00,"STAY COMP., HOSE CLAMPER",HGP,,PCS,,12500.00,15
17533K0WNA0,"STAY COMP,HOSE CLAMPER",HGP,,PCS,,15000.00,15
17533K1YJ60,"STAY COMP,HOSE CLAMPER",HGP,,PCS,,32000.00,15
17533K1ZJ50,"CLAMPER, CABLE",HGP,,PCS,,20000.00,15
17533K59A10,STAY COMP FUEL HOSE CLAMPER,HGP,,PCS,,24000.00,15
17533K60B00,STAY COMP FUEL HOSE CLAMPER,HGP,,PCS,,18500.00,15
17533K60B60,"STAY COMP,FUEL HOSE CLAMPER",HGP,,PCS,,24000.00,15
17533KZR600,"STAY COMP., FUEL HOSE CLAMPER",HGP,,PCS,,12000.00,15
17533KZR650,"STAY COMP., FUEL HOSE CLAMPER",HGP,,PCS,,9500.00,15
17533MEL000,RUBBER L FR.TANK MOUNT,HGP,,PCS,,47000.00,15
17533MFL000,"RUBBER, L. FR. TANK MOUNTING",HGP,,PCS,,47000.00,15
17534K84900,PLATE SETTING,HGP,,PCS,,22000.00,15
17534MFJD00,"RUBBER, RR. TANK MOUNTING",HGP,,PCS,,12000.00,15
17534MFL000,"RUBBER, RR. TANK MOUNTING",HGP,,PCS,,44000.00,15
17534MKND50,RUBBER FR TANK,HGP,,PCS,,10000.00,15
17535K2ET00,PLATE SEAT MOUNT,HGP,,PCS,,340000.00,15
17535K2ET10,PLATE SEAT MOUNT,HGP,,PCS,,185000.00,15
17535K97T10,"STAY,PB",HGP,,PCS,,68100.00,15
17535KBH300,GUARD FILM SIDE COVER,HGP,,PCS,,63000.00,15
17535KSH890,COLLAR METER SET,HGP,,PCS,,10200.00,15
17535MELD20,COLLAR FR.TANK SE,HGP,,PCS,,124000.00,15
17535MFL000,"COLLAR, FR. TANK SETTING",HGP,,PCS,,52000.00,15
17535MJSJ70,"TUBE, BREATHER",HGP,,PCS,,81500.00,15
17535MKFD40,WASHER TANK SET,HGP,,PCS,,72500.00,15
17536MKFD40,COLLAR SET,HGP,,PCS,,48000.00,15
17537K18900,"PLATE, L. SETTING",HGP,,PCS,,9000.00,15
17537K97T10,"TUBE,PB",HGP,,PCS,,11200.00,15
17537MFL000,"COLLAR, RR. TANK SETTING",HGP,,PCS,,30500.00,15
17538KZZ900,COLLAR,HGP,,PCS,,18000.00,15
17538MEED00,COLLAR RR.TANK SET,HGP,,PCS,,85500.00,15
17540K18900,"STAY, FUEL FILTER",HGP,,PCS,,9500.00,15
17540K18940,"STAY,FUEL FILTER",HGP,,PCS,,9000.00,15
17540K84900URR,17546K84901ZB,HGP,,PCS,,46000.00,15
17540KYE940,"STAY, FUEL FILTER",HGP,,PCS,,13500.00,15
17540MJED00,"FASTENER A, DUAL LOCK, 8X25",HGP,,PCS,,10000.00,15
17540MJWJ80,FASTENER DUAL LOCANK,HGP,,PCS,,16000.00,15
17541K18900,"TUBE A, FUEL PUMP",HGP,,PCS,,0.00,15
17541K2WJ10,COVER FUEL PUMP,HGP,,PCS,,69000.00,15
17541K64N00,"FASTENER A, DUAL LOCK, 15X30",HGP,,PCS,,4500.00,15
17541KYJ900,TUBE A FUEL PUMP,HGP,,PCS,,30000.00,15
17541MJED00,"FASTENER C, DUAL LOCK, 8X25",HGP,,PCS,,12000.00,15
17541MJPG50,FASTENER DUAL LOCUEL,HGP,,PCS,,22500.00,15
17541MLAA00,TUBE FUEL TANK DR,HGP,,PCS,,0.00,15
17542K0FT00,"BRACKET, FUEL PUMP",HGP,,PCS,,47000.00,15
17542K18900,"TUBE B, FUEL PUMP",HGP,,PCS,,11500.00,15
17542K64N00,"FASTENER B, DUAL LOCK, 15X30",HGP,,PCS,,4500.00,15
17542KYJ900,TUBE B FUEL PUMP,HGP,,PCS,,54000.00,15
17542MCWD00,"MAT B, FUEL TANK",HGP,,PCS,,150500.00,15
17542MJED00,"FASTENER D, DUAL LOCK, 20X20",HGP,,PCS,,11000.00,15
17542MJED40,"FASTENER D, DUAL LOCK, 20X20",HGP,,PCS,,15000.00,15
17542MJEDB0,FASTENER E DUAL L,HGP,,PCS,,17000.00,15
17543K64N00,"SEAL, FUEL TANK",HGP,,PCS,,33500.00,15
17543KYJ900,"RUBBER,GUARD",HGP,,PCS,,55000.00,15
17543MEE000,"SEAL, FUEL TANK",HGP,,PCS,,105000.00,15
17543MJED00,"TUBE, DRAIN",HGP,,PCS,,43000.00,15
17543MJEDB0,FASTENER F DUAL L,HGP,,PCS,,16000.00,15
17543MJSJ70,"SEAL, FUEL TANK",HGP,,PCS,,106000.00,15
17544K1TE10,RUBBER TANK,HGP,,PCS,,17000.00,15
17544K64N00,"FILM, TANK PROTECTOR",HGP,,PCS,,12500.00,15
17544K64NA0,"FILM, TANK PROTECTOR",HGP,,PCS,,24500.00,15
17545K1TE10,FASTENER DUAL LOC,HGP,,PCS,,10000.00,15
